SEASON_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,NBA_FANTASY_PTS_RANK_ESPN,NET_ESPN,AVG_NET_ESPN
2022-23,Trey Burke,DAL,30.0,306.0,758.0,9.24
2022-23,Donte DiVincenzo,SAC,26.0,308.0,757.0,9.23
2022-23,Garrett Temple,NOP,37.0,309.0,754.0,9.2
2022-23,Jordan McLaughlin,MIN,27.0,310.0,751.0,9.16
2022-23,Saben Lee,DET,24.0,311.0,750.0,9.15
2022-23,Omer Yurtseven,MIA,25.0,312.0,748.0,9.12
2022-23,Duncan Robinson,MIA,29.0,313.0,746.0,9.1
2022-23,Malik Monk,LAL,25.0,314.0,744.0,9.07
2022-23,Kira Lewis Jr.,NOP,22.0,315.0,741.0,9.04
2022-23,Alekesej Pokusevski,OKC,21.0,316.0,740.0,9.02
2022-23,Gary Trent Jr.,TOR,24.0,317.0,731.0,8.91
2022-23,Caleb Martin,MIA,27.0,318.0,726.0,8.85
2022-23,Willy Hernangomez,NOP,29.0,319.0,720.0,8.78
2022-23,Duane Washington Jr.,IND,23.0,320.0,713.0,8.7
2022-23,Markelle Fultz,ORL,25.0,321.0,710.0,8.66
2022-23,Hamidou Diallo,DET,24.0,322.0,709.0,8.65
2022-23,Frank Jackson,DET,25.0,323.0,708.0,8.63
2022-23,Derrick White,BOS,28.0,324.0,703.0,8.57
2022-23,Aaron Holiday,PHX,26.0,325.0,702.0,8.56
2022-23,Isaiah Jackson,IND,21.0,326.0,697.0,8.5
2022-23,Garrison Mathews,HOU,26.0,327.0,695.0,8.48
2022-23,Jarrett Culver,MEM,24.0,328.0,694.0,8.46
2022-23,R.J. Hampton,ORL,22.0,329.0,684.0,8.34
2022-23,Jabari Parker,BOS,28.0,330.0,679.0,8.28
2022-23,Amir Coffey,LAC,26.0,332.0,664.0,8.1
2022-23,John Konchar,MEM,27.0,332.0,664.0,8.1
2022-23,Khem Birch,TOR,30.0,334.0,661.0,8.06
2022-23,Terry Taylor,IND,23.0,334.0,661.0,8.06
2022-23,Oshae Brissett,IND,25.0,335.0,658.0,8.02
2022-23,Talen Horton-Tucker,LAL,22.0,336.0,654.0,7.98
2022-23,Damion Lee,GSW,30.0,337.0,653.0,7.96
2022-23,Gabe Vincent,MIA,27.0,338.0,651.0,7.94
2022-23,Trey Murphy III,NOP,23.0,338.0,651.0,7.94
2022-23,Mike Muscala,OKC,31.0,340.0,650.0,7.93
2022-23,Nassir Little,POR,23.0,341.0,648.0,7.9
2022-23,Kessler Edwards,BKN,22.0,342.0,644.0,7.85
2022-23,Precious Achiuwa,TOR,23.0,343.0,642.0,7.83
2022-23,Grayson Allen,MIL,27.0,344.0,641.0,7.82
2022-23,Max Strus,MIA,27.0,345.0,640.0,7.8
2022-23,Marquese Chriss,DAL,25.0,346.0,636.0,7.76
2022-23,Shake Milton,PHI,26.0,347.0,635.0,7.74
2022-23,Jarred Vanderbilt,MIN,24.0,348.0,632.0,7.71
2022-23,Alex Caruso,CHI,29.0,349.0,631.0,7.7
2022-23,Jordan Bell,CHI,28.0,350.0,624.0,7.61
2022-23,Goga Bitadze,IND,23.0,351.0,622.0,7.59
2022-23,Solomon Hill,ATL,32.0,352.0,619.0,7.55
2022-23,Denzel Valentine,UTA,29.0,353.0,616.0,7.51
2022-23,Onyeka Okongwu,ATL,22.0,354.0,615.0,7.5
2022-23,Michael Porter Jr.,DEN,25.0,355.0,606.0,7.39
2022-23,Sterling Brown,DAL,28.0,356.0,602.0,7.34
2022-23,Naji Marshall,NOP,25.0,357.0,600.0,7.32
2022-23,Brandon Boston,LAC,21.0,358.0,596.0,7.27
2022-23,Nic Claxton,BKN,24.0,358.0,596.0,7.27
2022-23,Monte Morris,DEN,28.0,360.0,595.0,7.26
2022-23,Quentin Grimes,NYK,23.0,361.0,590.0,7.2
2022-23,Harry Giles III,POR,24.0,362.0,581.0,7.09
2022-23,Joshua Primo,SAS,20.0,363.0,580.0,7.07
2022-23,David Nwaba,HOU,30.0,364.0,573.0,6.99
2022-23,Torrey Craig,PHX,32.0,365.0,564.0,6.88
2022-23,Chris Boucher,TOR,30.0,366.0,561.0,6.84
2022-23,Lonnie Walker IV,SAS,24.0,368.0,557.0,6.79
2022-23,Jaylen Nowell,MIN,23.0,368.0,557.0,6.79
2022-23,Rodney McGruder,DET,31.0,368.0,557.0,6.79
2022-23,Obi Toppin,NYK,25.0,370.0,549.0,6.7
2022-23,Jock Landale,SAS,27.0,371.0,547.0,6.67
2022-23,Wes Iwundu,ATL,28.0,372.0,533.0,6.5
2022-23,Dalano Banton,TOR,23.0,373.0,532.0,6.49
2022-23,Langston Galloway,MIL,31.0,375.0,530.0,6.46
2022-23,Juan Toscano-Anderson,GSW,30.0,375.0,530.0,6.46
2022-23,Anfernee Simons,POR,24.0,375.0,530.0,6.46
2022-23,Greg Brown III,POR,21.0,377.0,528.0,6.44
2022-23,Moritz Wagner,ORL,26.0,378.0,524.0,6.39
2022-23,Troy Brown Jr.,CHI,23.0,379.0,523.0,6.38
2022-23,Isaiah Hartenstein,LAC,25.0,380.0,522.0,6.37
2022-23,Keon Johnson,POR,21.0,381.0,512.0,6.24
2022-23,Isaiah Roby,OKC,25.0,382.0,511.0,6.23
2022-23,Jevon Carter,MIL,27.0,383.0,508.0,6.2
