SEASON_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,NBA_FANTASY_PTS_RANK_ESPN,NET_ESPN,AVG_NET_ESPN
2022-23,Elfrid Payton,PHX,29.0,201.5,1214.0,14.804878048780488
2022-23,Kent Bazemore,LAL,33.0,203.0,1212.0,14.78048780487805
2022-23,Facundo Campazzo,DEN,32.0,204.5,1210.0,14.75609756097561
2022-23,Isaac Okoro,CLE,22.0,204.5,1210.0,14.75609756097561
2022-23,Matisse Thybulle,PHI,26.0,206.0,1205.0,14.695121951219512
2022-23,Josh Jackson,SAC,26.0,207.0,1203.0,14.670731707317072
2022-23,Corey Kispert,WAS,24.0,208.0,1199.0,14.621951219512194
2022-23,Gorgui Dieng,ATL,33.0,209.0,1194.0,14.560975609756097
2022-23,De'Andre Hunter,ATL,25.0,210.0,1180.0,14.390243902439025
2022-23,Bryn Forbes,DEN,29.0,211.0,1176.0,14.341463414634147
2022-23,Daniel Gafford,WAS,24.0,212.0,1166.0,14.21951219512195
2022-23,Danny Green,PHI,36.0,213.5,1165.0,14.207317073170731
2022-23,Kevon Looney,GSW,27.0,213.5,1165.0,14.207317073170731
2022-23,Maxi Kleber,DAL,31.0,215.0,1155.0,14.085365853658537
2022-23,Immanuel Quickley,NYK,24.0,216.0,1151.0,14.036585365853659
2022-23,Landry Shamet,PHX,26.0,217.0,1139.0,13.890243902439025
2022-23,Joe Harris,BKN,31.0,218.5,1135.0,13.841463414634147
2022-23,JaMychal Green,DEN,33.0,218.5,1135.0,13.841463414634147
2022-23,Royce O'Neale,UTA,30.0,220.5,1131.0,13.792682926829269
2022-23,Josh Christopher,HOU,21.0,220.5,1131.0,13.792682926829269
2022-23,Bruce Brown,BKN,26.0,222.0,1125.0,13.71951219512195
2022-23,Cole Anthony,ORL,23.0,223.0,1112.0,13.560975609756097
2022-23,Cody Martin,CHA,27.0,224.0,1108.0,13.512195121951219
2022-23,Willie Cauley-Stein,PHI,29.0,225.0,1105.0,13.475609756097562
2022-23,Jaden McDaniels,MIN,22.0,226.0,1102.0,13.439024390243903
2022-23,De'Anthony Melton,MEM,25.0,227.0,1096.0,13.365853658536585
2022-23,Jonathan Kuminga,GSW,20.0,228.0,1080.0,13.170731707317072
2022-23,Pat Connaughton,MIL,30.0,229.0,1077.0,13.134146341463415
2022-23,Terance Mann,LAC,26.0,230.0,1076.0,13.121951219512194
2022-23,Nemanja Bjelica,GSW,35.0,231.0,1055.0,12.865853658536585
2022-23,Doug McDermott,SAS,31.0,232.5,1054.0,12.853658536585366
2022-23,Alex Len,SAC,30.0,232.5,1054.0,12.853658536585366
2022-23,Xavier Tillman Sr.,MEM,24.0,234.0,1052.0,12.829268292682928
2022-23,Nerlens Noel,NYK,29.0,235.0,1049.0,12.792682926829269
2022-23,Austin Rivers,DEN,30.0,236.0,1038.0,12.658536585365853
2022-23,Payton Pritchard,BOS,25.0,237.0,1033.0,12.597560975609756
2022-23,Jalen Suggs,ORL,22.0,238.0,1032.0,12.585365853658537
2022-23,Tre Mann,OKC,22.0,239.0,1027.0,12.524390243902438
2022-23,Grant Williams,BOS,24.0,240.0,1025.0,12.5
2022-23,Mo Bamba,ORL,25.0,241.0,1016.0,12.390243902439025
2022-23,Alec Burks,NYK,31.0,242.0,1013.0,12.353658536585366
2022-23,Devonte' Graham,NOP,28.0,243.0,1005.0,12.25609756097561
2022-23,Davis Bertans,DAL,30.0,244.0,1003.0,12.231707317073171
2022-23,Cody Zeller,POR,30.0,245.0,991.0,12.085365853658537
2022-23,Rui Hachimura,WAS,25.0,246.0,988.0,12.048780487804878
2022-23,Luke Kennard,LAC,27.0,247.0,987.0,12.036585365853659
2022-23,Kenyon Martin Jr.,HOU,22.0,248.0,982.0,11.975609756097562
2022-23,Austin Reaves,LAL,25.0,249.0,981.0,11.963414634146341
2022-23,Patrick Patterson,LAC,33.0,250.0,979.0,11.939024390243903
2022-23,Josh Okogie,MIN,24.0,251.0,976.0,11.902439024390244
2022-23,Kenrich Williams,OKC,28.0,252.0,974.0,11.878048780487806
2022-23,DeAndre' Bembry,MIL,28.0,253.0,965.0,11.768292682926829
2022-23,Naz Reid,MIN,23.0,254.0,963.0,11.74390243902439
2022-23,Trey Lyles,SAC,27.0,255.0,962.0,11.731707317073171
2022-23,Avery Bradley,LAL,32.0,256.0,957.0,11.670731707317072
2022-23,Cameron Payne,PHX,28.0,257.0,954.0,11.634146341463415
2022-23,Cam Reddish,NYK,23.0,258.0,953.0,11.621951219512194
2022-23,Patty Mills,BKN,34.0,259.0,952.0,11.609756097560975
2022-23,Robert Williams III,BOS,25.0,260.0,951.0,11.597560975609756
2022-23,Jose Alvarado,NOP,25.0,262.0,949.0,11.573170731707316
2022-23,Georges Niang,PHI,30.0,262.0,949.0,11.573170731707316
2022-23,E'Twaun Moore,PHX,33.0,262.0,949.0,11.573170731707316
2022-23,Cory Joseph,DET,31.0,264.0,948.0,11.560975609756097
2022-23,James Johnson,BKN,36.0,265.0,944.0,11.512195121951219
2022-23,Ben McLemore,POR,30.0,266.0,937.0,11.426829268292684
2022-23,Eric Paschall,UTA,26.0,267.0,934.0,11.390243902439025
2022-23,Frank Ntilikina,DAL,24.0,268.0,927.0,11.304878048780488
2022-23,Chuma Okeke,ORL,24.0,269.0,921.0,11.231707317073171
2022-23,Cam Thomas,BKN,21.0,270.0,903.0,11.012195121951219
2022-23,Derrick Jones Jr.,CHI,26.0,271.0,898.0,10.951219512195122
2022-23,Tyrese Maxey,PHI,22.0,272.0,895.0,10.914634146341463
2022-23,Damian Jones,SAC,28.0,273.0,894.0,10.902439024390244
2022-23,Justise Winslow,POR,27.0,274.0,889.0,10.841463414634147
2022-23,Ziaire Williams,MEM,21.0,275.0,888.0,10.829268292682928
2022-23,Stanley Johnson,LAL,27.0,276.0,878.0,10.707317073170731
2022-23,Luguentz Dort,OKC,24.0,277.0,876.0,10.682926829268293
2022-23,Gary Payton II,GSW,30.0,278.0,871.0,10.621951219512194
2022-23,Ish Smith,WAS,34.0,279.5,865.0,10.548780487804878
2022-23,Raul Neto,WAS,31.0,279.5,865.0,10.548780487804878
2022-23,Kevin Knox II,ATL,23.0,281.0,864.0,10.536585365853659
2022-23,Tarik Black,HOU,27.0,282.0,857.0,10.451219512195122
2022-23,Trendon Watford,POR,22.0,283.0,852.0,10.390243902439025
2022-23,Danuel House Jr.,UTA,30.0,284.0,845.0,10.304878048780488
2022-23,Michael Carter-Williams,ORL,30.0,285.0,844.0,10.292682926829269
2022-23,Terence Davis,SAC,26.0,286.0,842.0,10.268292682926829
2022-23,Deni Avdija,WAS,22.0,287.0,837.0,10.207317073170731
2022-23,Dewayne Dedmon,MIA,33.0,289.0,836.0,10.195121951219512
2022-23,Cedi Osman,CLE,28.0,289.0,836.0,10.195121951219512
2022-23,Nickeil Alexander-Walker,UTA,24.0,289.0,836.0,10.195121951219512
2022-23,Maurice Harkless,SAC,30.0,291.5,830.0,10.121951219512194
2022-23,Rodney Hood,LAC,30.0,291.5,830.0,10.121951219512194
2022-23,Jeremiah Robinson-Earl,OKC,22.0,293.0,824.0,10.048780487804878
2022-23,Javonte Green,CHI,29.0,294.0,815.0,9.939024390243903
2022-23,Devin Vassell,SAS,22.0,295.0,814.0,9.926829268292684
2022-23,Reggie Bullock,DAL,32.0,296.0,813.0,9.914634146341463
2022-23,Tony Snell,NOP,31.0,297.0,808.0,9.853658536585366
2022-23,Jonathan Isaac,ORL,23.0,298.5,803.0,9.792682926829269
2022-23,Kris Dunn,POR,29.0,298.5,803.0,9.792682926829269
2022-23,Malachi Flynn,TOR,25.0,300.0,794.0,9.682926829268293
2022-23,James Wiseman,GSW,21.0,301.0,788.0,9.609756097560975
2022-23,Aaron Wiggins,OKC,24.0,302.0,776.0,9.463414634146341
2022-23,Zion Williamson,NOP,21.0,303.0,774.0,9.439024390243903
2022-23,Frank Kaminsky,PHX,30.0,304.0,767.0,9.353658536585366
2022-23,Wayne Ellington,LAL,35.0,305.0,763.0,9.304878048780488
2022-23,Dejounte Murray,SAS,26.0,306.5,758.0,9.24390243902439
2022-23,Trey Burke,DAL,30.0,306.5,758.0,9.24390243902439
2022-23,Donte DiVincenzo,SAC,26.0,308.0,757.0,9.231707317073171
2022-23,Garrett Temple,NOP,37.0,309.0,754.0,9.195121951219512
2022-23,Jordan McLaughlin,MIN,27.0,310.0,751.0,9.158536585365853
2022-23,Saben Lee,DET,24.0,311.0,750.0,9.146341463414634
2022-23,Omer Yurtseven,MIA,25.0,312.0,748.0,9.121951219512194
2022-23,Duncan Robinson,MIA,29.0,313.0,746.0,9.097560975609756
2022-23,Malik Monk,LAL,25.0,314.0,744.0,9.073170731707316
2022-23,Kira Lewis Jr.,NOP,22.0,315.0,741.0,9.036585365853659
2022-23,Alekesej Pokusevski,OKC,21.0,316.0,740.0,9.024390243902438
2022-23,Gary Trent Jr.,TOR,24.0,317.0,731.0,8.914634146341463
2022-23,Caleb Martin,MIA,27.0,318.0,726.0,8.853658536585366
2022-23,Willy Hernangomez,NOP,29.0,319.0,720.0,8.78048780487805
2022-23,Duane Washington Jr.,IND,23.0,320.0,713.0,8.695121951219512
2022-23,Markelle Fultz,ORL,25.0,321.0,710.0,8.658536585365853
2022-23,Hamidou Diallo,DET,24.0,322.0,709.0,8.646341463414634
2022-23,Frank Jackson,DET,25.0,323.0,708.0,8.634146341463415
2022-23,Derrick White,BOS,28.0,324.0,703.0,8.573170731707316
2022-23,Aaron Holiday,PHX,26.0,325.0,702.0,8.560975609756097
2022-23,Isaiah Jackson,IND,21.0,326.0,697.0,8.5
2022-23,Garrison Mathews,HOU,26.0,327.0,695.0,8.475609756097562
2022-23,Jarrett Culver,MEM,24.0,328.0,694.0,8.463414634146341
2022-23,R.J. Hampton,ORL,22.0,329.0,684.0,8.341463414634147
2022-23,Jabari Parker,BOS,28.0,330.0,679.0,8.28048780487805
2022-23,Amir Coffey,LAC,26.0,331.5,664.0,8.097560975609756
2022-23,John Konchar,MEM,27.0,331.5,664.0,8.097560975609756
2022-23,Khem Birch,TOR,30.0,333.5,661.0,8.060975609756097
2022-23,Terry Taylor,IND,23.0,333.5,661.0,8.060975609756097
2022-23,Oshae Brissett,IND,25.0,335.0,658.0,8.024390243902438
2022-23,Talen Horton-Tucker,LAL,22.0,336.0,654.0,7.975609756097561
2022-23,Damion Lee,GSW,30.0,337.0,653.0,7.963414634146342
2022-23,Gabe Vincent,MIA,27.0,338.5,651.0,7.939024390243903
2022-23,Trey Murphy III,NOP,23.0,338.5,651.0,7.939024390243903
2022-23,Mike Muscala,OKC,31.0,340.0,650.0,7.926829268292683
2022-23,Nassir Little,POR,23.0,341.0,648.0,7.902439024390244
2022-23,Kessler Edwards,BKN,22.0,342.0,644.0,7.853658536585366
2022-23,Precious Achiuwa,TOR,23.0,343.0,642.0,7.829268292682927
2022-23,Grayson Allen,MIL,27.0,344.0,641.0,7.817073170731708
2022-23,Max Strus,MIA,27.0,345.0,640.0,7.804878048780488
2022-23,Marquese Chriss,DAL,25.0,346.0,636.0,7.7560975609756095
2022-23,Shake Milton,PHI,26.0,347.0,635.0,7.7439024390243905
2022-23,Jarred Vanderbilt,MIN,24.0,348.0,632.0,7.7073170731707314
2022-23,Alex Caruso,CHI,29.0,349.0,631.0,7.695121951219512
2022-23,Jordan Bell,CHI,28.0,350.0,624.0,7.609756097560975
2022-23,Goga Bitadze,IND,23.0,351.0,622.0,7.585365853658536
2022-23,Solomon Hill,ATL,32.0,352.0,619.0,7.548780487804878
2022-23,Denzel Valentine,UTA,29.0,353.0,616.0,7.512195121951219
2022-23,Onyeka Okongwu,ATL,22.0,354.0,615.0,7.5
2022-23,Michael Porter Jr.,DEN,25.0,355.0,606.0,7.390243902439025
2022-23,Sterling Brown,DAL,28.0,356.0,602.0,7.341463414634147
2022-23,Naji Marshall,NOP,25.0,357.0,600.0,7.317073170731708
2022-23,Brandon Boston,LAC,21.0,358.5,596.0,7.2682926829268295
2022-23,Nic Claxton,BKN,24.0,358.5,596.0,7.2682926829268295
